Gene,Description,Symbol,MeanExpression,log2FoldChange(WS/DS),padj,log2FC,eyespot
LOC112057170,frizzled-2,GPRFZ2,370.4307093,-0.326136819,0.024582418,0.326136819,eyespot_up
LOC112045789,WD repeat-containing protein 60,LOC112045789,240.867058,1.425471772,0.024594595,-1.425471772,NA
LOC112047852,DNA mismatch repair protein Mlh1,Mlh1,165.1329694,-0.418629295,0.024594595,0.418629295,NA
LOC112053823,sorting nexin-17,Snx17,248.833789,0.323626728,0.024594595,-0.323626728,NA
LOC112051109,probable DNA replication complex GINS protein PSF2,Psf2,325.8123714,-0.597037756,0.024631465,0.597037756,NA
LOC112047643,granzyme M-like,LOC112047643,8.178920369,-2.606081774,0.024667101,2.606081774,NA
LOC112050695,uncharacterized protein LOC112050695 isoform X2,LOC112050695,325.2013643,-0.626210116,0.024667101,0.626210116,NA
LOC112054367,peroxiredoxin-2-like,TPX1,1498.850742,-0.304169897,0.024667101,0.304169897,NA
LOC112050140,m7GpppN-mRNA hydrolase,Dcp2,1533.513295,0.204175192,0.024725822,-0.204175192,NA
LOC112049571,nidogen-1,Ndg,2131.596224,0.470021856,0.024939146,-0.470021856,NA
LOC112051424,zinc finger protein 704,Glut4EF,602.5937093,0.332151528,0.024939146,-0.332151528,NA
LOC112045547,ubiquitin-like protein 7,LOC112045547,323.2722257,-0.388346812,0.025036744,0.388346812,NA
LOC112050914,acetyl-CoA carboxylase isoform X1,LOC112050914,19.2742741,-1.430975232,0.025036744,1.430975232,NA
LOC112051307,sortilin-related receptor isoform X1,LRP1,35661.54467,0.213403496,0.025057823,-0.213403496,NA
LOC112054107,Endonuclease-reverse transcriptase,LOC112054107,5.303075768,3.199735477,0.025057823,-3.199735477,NA
LOC112057417,carbohydrate-responsive element-binding protein isoform X2,Mio,370.674494,-0.500889594,0.025057823,0.500889594,NA
LOC112043335,dnaJ homolog subfamily C member 5,Csp,865.1101474,0.226200652,0.0250797,-0.226200652,NA
LOC112054055,uncharacterized protein DDB_G0284459-like,Hers,1057.127632,0.306313221,0.02510345,-0.306313221,NA
LOC112044235,tax1-binding protein 3 homolog,CG3402,383.0612728,0.408297175,0.025120715,-0.408297175,NA
LOC112047182,proton-coupled folate transporter-like,CG15890,505.8493676,0.419214655,0.025120715,-0.419214655,NA
LOC112047682,glutamate receptor 1-like,LOC112047682,9.152012667,2.165048504,0.025120715,-2.165048504,NA
LOC112056785,uncharacterized protein LOC112056785,LOC112056785,13.9211505,7.182946033,0.025120715,-7.182946033,NA
LOC112047192,zinc finger protein 37-like,CG12391,1382.384289,0.24317839,0.025194636,-0.24317839,NA
LOC112050857,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1,Marcal1,405.8074523,-0.400678751,0.025320407,0.400678751,NA
LOC112050227,helicase POLQ-like,mus301,547.4565165,-0.425319297,0.025334328,0.425319297,NA
LOC112054485,low molecular weight phosphotyrosine protein phosphatase-like,primo-2,482.0738703,-0.307393646,0.025334328,0.307393646,NA
LOC112046947,bromodomain-containing protein 8-like isoform X2,Brd8,1607.271678,-0.300338011,0.025397204,0.300338011,NA
LOC112056004,zinc finger protein 260-like isoform X2,LOC112056004,229.7893971,0.887161505,0.025483804,-0.887161505,NA
LOC112048097,leucine zipper putative tumor suppressor 2 homolog isoform X1,CG15365,343.1139922,0.596910307,0.025659771,-0.596910307,NA
LOC112046133,translin-associated factor X-interacting protein 1-like,CG10621,368.9023396,0.344123943,0.025666532,-0.344123943,NA
LOC112053434,putative 1-phosphatidylinositol 3-phosphate 5-kinase,fab1,566.9084671,-0.532873877,0.025666532,0.532873877,NA
LOC112049214,zinc finger protein 2 homolog isoform X1,LOC112049214,4247.978727,-0.330506542,0.025698163,0.330506542,NA
LOC112056352,transcription elongation regulator 1 isoform X1,CG42724,342.1781351,-0.414639386,0.025718974,0.414639386,NA
LOC112050167,uncharacterized protein LOC112050167,CG43740,4.50240848,-2.698185674,0.025736989,2.698185674,NA
LOC112045763,uncharacterized protein ZK1073.1 isoform X4,CG2082,5.541497061,2.298938784,0.025753136,-2.298938784,NA
LOC112044389,laccase 1,Mco1,270.6780866,0.962073355,0.025781437,-0.962073355,NA
LOC112045467,NA,NA,15.91199321,-1.220255748,0.025781457,1.220255748,NA
LOC112054280,skin secretory protein xP2-like,Cpr97Ea,17.20250341,1.474864378,0.025848927,-1.474864378,NA
LOC112046411,digestive organ expansion factor homolog,CG3735,1059.838771,-0.252349297,0.02585441,0.252349297,NA
LOC112052223,motile sperm domain-containing protein 1-like,LOC112052223,163.8811977,0.433994591,0.025887774,-0.433994591,NA
LOC112047017,syntaxin-1A isoform X5,Syx1A,500.1695667,1.153102287,0.025906159,-1.153102287,eyespot_down
LOC112057396,alpha-tocopherol transfer protein-like,CG33966,8.023317979,-3.286879645,0.025936323,3.286879645,eyespot_up
LOC112052571,collagen alpha chain CG42342 isoform X1,CG42342,377.7604843,-0.681338944,0.025981786,0.681338944,NA
LOC112049226,macoilin-1 isoform X1,CG30389,444.8369774,-0.392458115,0.026013272,0.392458115,NA
LOC112043909,zinc finger protein 271-like isoform X2,LOC112043909,483.7562097,0.230651798,0.026035096,-0.230651798,NA
LOC112049396,carbohydrate-responsive element-binding protein isoform X2,Mio,195.49195,-0.377127235,0.026055502,0.377127235,NA
LOC112045665,DNA topoisomerase 2-binding protein 1,CG6654,1549.367741,-0.258795551,0.026077983,0.258795551,NA
LOC112056881,eukaryotic translation initiation factor 2 subunit 1,eIF2alpha,4575.349381,-0.491649206,0.026141685,0.491649206,eyespot_down
LOC112047969,"probable sulfite oxidase, mitochondrial isoform X2",shop,196.2409263,-0.446510108,0.026175422,0.446510108,NA
LOC112046897,band 4.1-like protein 4 isoform X1,CG34347,1830.425954,0.559515775,0.026236894,-0.559515775,NA
LOC112058205,protein arginine N-methyltransferase 9-like,LOC112058205,449.6626871,0.435703557,0.026486443,-0.435703557,NA
LOC112053783,NA,NA,4125.406566,-0.182297535,0.026524277,0.182297535,NA
LOC112049697,gametocyte-specific factor 1-like,LOC112049697,520.1211016,0.402416738,0.02658075,-0.402416738,NA
LOC112058170,60S acidic ribosomal protein P0,RpLP0,69301.22804,0.181828561,0.026849,-0.181828561,NA
LOC112056681,OWR50923.1 dihydrouridine synthase domain containing protein,LOC112056681,135.7262039,-0.662900078,0.026968253,0.662900078,NA
LOC112050729,two pore calcium channel protein 1-like isoform X3,LOC112050729,776.8925321,0.737992503,0.026995315,-0.737992503,NA
LOC112051098,probable tRNA(His) guanylyltransferase,THG,1170.546932,-0.215491919,0.026995918,0.215491919,NA
LOC112046117,cactin,cactin,2232.848392,0.201134624,0.027046415,-0.201134624,NA
LOC112056402,flocculation protein FLO11 isoform X1,CG8547,3542.17372,0.247900176,0.027048371,-0.247900176,NA
LOC112048478,protein mab-21,mab-21,4817.958651,-0.255173804,0.027155431,0.255173804,NA
LOC112053874,ribonuclease P protein subunit p25-like protein,Rpp25,434.8053221,-0.276251985,0.027190201,0.276251985,NA
LOC112058432,protein cereblon homolog,LOC112058432,366.293303,0.37087098,0.027191015,-0.37087098,NA
LOC112048681,sorting nexin-20,Snx21,305.6998601,0.434091631,0.027239572,-0.434091631,NA
LOC112052995,proteasome subunit beta type-4,Prosbeta7,5078.385129,-0.319247525,0.027260318,0.319247525,eyespot_down
LOC112044868,"39S ribosomal protein L38, mitochondrial",mRpL38,1657.336094,-0.255084958,0.027352003,0.255084958,NA
LOC112050603,actin-related protein 2/3 complex subunit 2,Arc-p34,177.5754635,-1.130425255,0.027377456,1.130425255,NA
LOC112045507,L-galactose dehydrogenase-like,CG18547,73.66274061,0.890380854,0.027444828,-0.890380854,NA
LOC112044462,OWR52233.1 Bifunctional polynucleotide phosphatase/kinase,PNKP,835.1565227,-0.323296238,0.027448515,0.323296238,NA
LOC112051119,zinc finger protein 26-like,LOC112051119,310.6242332,0.394047552,0.027448515,-0.394047552,NA
LOC112058352,kelch-like protein 26 isoform X1,LOC112058352,342.8646775,0.326376233,0.02760445,-0.326376233,NA
LOC112051870,SOX domain-containing protein dichaete-like,D,54.25599131,0.698349912,0.027616766,-0.698349912,NA
LOC112053719,T-complex protein 11-like protein 1,CG16721,1020.869498,-0.451114941,0.027633057,0.451114941,NA
LOC112045957,zinc finger protein 91-like,LOC112045957,100.8753837,-0.571518957,0.027908762,0.571518957,NA
LOC112044594,TBC1 domain family member 31,CG16896,273.5218253,-0.35916718,0.027935543,0.35916718,NA
LOC112052939,probable palmitoyltransferase ZDHHC11,CG17075,34.83120346,0.787585812,0.028011653,-0.787585812,NA
LOC112053185,RNA polymerase II-associated factor 1 homolog,atms,1972.732416,-0.340226929,0.028011653,0.340226929,NA
LOC112054068,WD repeat domain phosphoinositide-interacting protein 3,CG11975,281.5694154,-0.569977073,0.028018073,0.569977073,NA
LOC112058508,gem-associated protein 8-like,LOC112058508,196.5924171,-0.350947869,0.028067355,0.350947869,eyespot_up
LOC112054779,5'-3' exoribonuclease 2 homolog,Rat1,4689.758191,0.179636953,0.028119668,-0.179636953,NA
LOC112053041,haspin-like protein,Haspin,2634.070225,0.230025816,0.028195557,-0.230025816,NA
LOC112045395,"probable 28S ribosomal protein S25, mitochondrial",mRpS25,534.9486028,-0.248701818,0.028218408,0.248701818,NA
LOC112050689,uncharacterized protein LOC112050689 isoform X1,LOC112050689,568.3351779,0.779484179,0.028403,-0.779484179,NA
LOC112055681,NA,NA,16.68265263,-1.613263261,0.028403,1.613263261,NA
LOC112050113,cyclin-dependent kinase 11B,Pitslre,2522.392957,0.148610163,0.028504695,-0.148610163,NA
LOC112048245,protein lethal(2)essential for life-like,l(2)efl,462.6332948,1.385927554,0.028728741,-1.385927554,NA
LOC112052334,S-adenosylhomocysteine hydrolase-like protein 1 isoform X1,AhcyL1,52.45799648,0.696397764,0.028728741,-0.696397764,NA
LOC112054231,ribonucleoside-diphosphate reductase subunit M2,RnrS,3471.360293,-0.246656034,0.028728741,0.246656034,NA
LOC112054729,glycolipid transfer protein,LOC112054729,321.8054802,0.473371659,0.028731076,-0.473371659,NA
LOC112055130,zinc finger protein 271-like,LOC112055130,1453.930689,0.42426092,0.028743711,-0.42426092,NA
LOC112047844,Y-box factor homolog,yps,53808.78129,0.171366809,0.028760478,-0.171366809,NA
LOC112056237,"beta-1,3-glucan-binding protein-like",GNBP1,3.241155958,4.330577361,0.028760478,-4.330577361,NA
LOC112054706,toll-like receptor 3,LOC112054706,119.6881879,1.171649425,0.028846573,-1.171649425,NA
LOC112048630,"trypsin, alkaline C-like",LOC112048630,8.921061363,2.243225994,0.028882095,-2.243225994,NA
LOC112057228,tubulin beta-1 chain-like,betaTub56D,19713.93397,0.460554681,0.028962416,-0.460554681,NA
LOC112045686,cyclin-dependent kinase 9,Cdk9,629.2805356,-0.654393278,0.028963383,0.654393278,NA
LOC112047739,zinc transporter ZIP9,Zip102B,835.1087034,-0.233372961,0.029139544,0.233372961,NA
LOC112049057,spermatogenesis-associated protein 20 isoform X1,CG8613,673.6804691,0.28423574,0.029159806,-0.28423574,NA
LOC112046796,neurocalcin homolog,Nca,642.7615623,0.335236287,0.029295714,-0.335236287,NA
LOC112048131,exchange factor for Arf-6 isoform X2,Efa6,515.5020263,-0.338322432,0.029295714,0.338322432,eyespot_down
LOC112054955,"ATP synthase-coupling factor 6, mitochondrial",ATPsynCF6,3396.721908,0.17965329,0.029360072,-0.17965329,NA
LOC112046305,Down syndrome cell adhesion molecule-like protein Dscam2,Dscam,1437.445078,-0.250026426,0.029374974,0.250026426,NA
LOC112044055,probable nuclear hormone receptor HR3 isoform X1,Hr46,28412.50305,0.321254575,0.029384216,-0.321254575,NA
LOC112052756,"high affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8 isoform X4",Pde8,133.2089934,0.742156406,0.029384216,-0.742156406,NA
LOC112044702,splicing factor 3B subunit 3 isoform X1,Sf3b3,14407.99373,-0.189086972,0.029440277,0.189086972,NA
LOC112052026,40S ribosomal protein S3a,RpS3A,86797.61227,0.189678571,0.029440277,-0.189678571,NA
LOC112053610,monocarboxylate transporter 3,CG8468,1948.880589,-0.279009245,0.029440277,0.279009245,NA
LOC112047546,23 kDa integral membrane protein-like,Tsp42Ee,44.16873638,-0.76133741,0.029444949,0.76133741,NA
LOC112054287,OWR45469.1 TNFSF5 protein,LOC112054287,703.0569197,0.491270573,0.029490002,-0.491270573,NA
LOC112047053,DDB1- and CUL4-associated factor 10 homolog,LOC112047053,969.7180406,0.438108362,0.029623447,-0.438108362,NA
LOC112042899,pre-mRNA 3'-end-processing factor FIP1,Fip1,2434.001837,0.187839759,0.029644074,-0.187839759,NA
LOC112045764,retinol dehydrogenase 11-like,CG2065,39.55169689,1.289980309,0.029651504,-1.289980309,NA
LOC112046907,putative prIL-16,bbg,2903.321055,-0.384426118,0.029661964,0.384426118,NA
LOC112054561,apolipoprotein D-like,GLaz,50.6191031,-2.144851431,0.029673792,2.144851431,eyespot_down
LOC112052561,mannose-P-dolichol utilization defect 1 protein homolog,CG3792,1309.687972,-0.330512417,0.029685517,0.330512417,NA
LOC112050879,protein KIAA0100,hob,1456.405642,-0.403354285,0.029795152,0.403354285,NA
LOC112045160,aminoacylase-1-like isoform X2,CG17109,1247.113015,-0.144198704,0.030011868,0.144198704,eyespot_down
LOC112049988,protein NipSnap,Nipsnap,971.6898283,0.275233037,0.030092851,-0.275233037,NA
LOC112045469,protein arginine N-methyltransferase 1,Art3,1040.32302,-0.179579412,0.030382141,0.179579412,NA
LOC112043861,talin-1 isoform X1,rhea,7281.387485,0.138857531,0.03040553,-0.138857531,NA
LOC112045928,zinc finger protein 235-like isoform X2,LOC112045928,429.1964392,0.508042608,0.030421637,-0.508042608,NA
LOC112047612,esterase FE4-like,alpha-Est2,518.1475333,0.226233386,0.030519024,-0.226233386,NA
LOC112047276,shootin-1 isoform X4,jvl,718.1664787,0.236948116,0.030537735,-0.236948116,NA
LOC112051045,"ankyrin repeat, SAM and basic leucine zipper domain-containing protein 1",Gasz,522.2733461,-0.292551319,0.030656367,0.292551319,eyespot_down
LOC112053046,ribonuclease kappa-like,RNASEK,2301.605938,0.178732259,0.030656367,-0.178732259,NA
LOC112056125,segmentation protein cap'n'collar-like,LOC112056125,159.9605457,0.383719967,0.030861592,-0.383719967,NA
LOC112050009,serine/threonine-protein kinase Tao isoform X1,Tao,975.4930974,0.251875871,0.0310267,-0.251875871,NA
LOC112055797,arrestin domain-containing protein 17,CG1105,758.749166,0.658643593,0.0310267,-0.658643593,NA
LOC112054455,cysteine dioxygenase type 1,CG5493,115.6075335,-0.828654765,0.031111846,0.828654765,NA
LOC112050559,tumor suppressor candidate 3,Ostgamma,2630.081302,-0.220595459,0.031216158,0.220595459,NA
LOC112051795,HD domain-containing protein 2,CG11050,447.4721245,-0.272018045,0.031247207,0.272018045,NA
LOC112057179,valacyclovir hydrolase,CG5377,36.59611705,1.35624448,0.031271847,-1.35624448,NA
LOC112045691,putative pre-mRNA-splicing factor ATP-dependent RNA helicase PRP1,Dhx15,1942.83598,0.436179733,0.031351374,-0.436179733,NA
LOC112055435,uncharacterized protein LOC112055435,LOC112055435,157.4338362,-9.009504812,0.031407085,9.009504812,NA
LOC112054012,katanin p60 ATPase-containing subunit A1-like isoform X1,kat-60L1,12.39601673,1.788470626,0.031434111,-1.788470626,NA
LOC112058056,membrane-bound transcription factor site-2 protease,S2P,582.2392923,-0.472554191,0.031434111,0.472554191,NA
LOC112049992,transmembrane emp24 domain-containing protein 2,CHOp24,6126.240748,0.218016779,0.031583354,-0.218016779,NA
LOC112053280,guanine nucleotide-binding protein G(o) subunit alpha isoform X1,Galphao,4183.473214,-0.195439585,0.031598406,0.195439585,NA
LOC112042963,angiotensin-converting enzyme-like isoform X1,Ance-3,35.47788051,-1.798491609,0.031654171,1.798491609,NA
LOC112045997,facilitated trehalose transporter Tret1-like isoform X1,CG10960,219.1766806,-0.613268283,0.031689424,0.613268283,NA
LOC112052249,putative Transcription factor Adf-1,LOC112052249,280.2491679,0.294361827,0.031954752,-0.294361827,NA
LOC112048138,uncharacterized protein LOC112048138,LOC112048138,142.6772814,0.786146236,0.031961417,-0.786146236,NA
LOC112057023,uncharacterized protein LOC112057023,LOC112057023,16.07359476,-3.194450183,0.031961417,3.194450183,NA
LOC112044096,tensin-1 isoform X8,by,2220.827437,-0.330017291,0.032021571,0.330017291,NA
LOC112049145,40S ribosomal protein S16,RpS16,34754.86678,0.223688059,0.032021571,-0.223688059,NA
LOC112053393,zinc finger protein 2 homolog,LOC112053393,2019.674534,0.170626036,0.032021571,-0.170626036,NA
LOC112048552,chromatin modification-related protein EAF7-like,LOC112048552,5.12263575,2.52890743,0.032026534,-2.52890743,NA
LOC112051555,CRAL-TRIO domain-containing protein,CG3823,1412.77463,0.753721162,0.032026534,-0.753721162,NA
LOC112053504,uncharacterized protein C1orf131,LOC112053504,1096.544296,-0.455782493,0.032045542,0.455782493,NA
LOC112046460,protein lin-37 homolog,mip40,590.7870952,-0.280218971,0.032072199,0.280218971,NA
LOC112049317,"glutenin, high molecular weight subunit DX5-like",LOC112049317,5686.574791,1.455592435,0.032072199,-1.455592435,NA
LOC112049610,protein artichoke,CG7896,9554.4009,0.246989602,0.032072199,-0.246989602,NA
LOC112045098,cystinosin homolog isoform X1,CG17119,2194.69257,0.443176371,0.032074246,-0.443176371,NA
LOC112048955,importin subunit alpha-7,Kap-alpha1,919.4161106,0.271450542,0.032076425,-0.271450542,NA
LOC112051655,nucleoprotein TPR,Mtor,10405.39005,-0.262788433,0.032076425,0.262788433,NA
LOC112044097,CD109 antigen-like,Tep4,6284.071084,0.634615401,0.032204246,-0.634615401,NA
LOC112052178,UPF0729 protein AAEL015238,CG18508,1195.796532,-0.181192301,0.032204246,0.181192301,NA
LOC112046072,bromodomain-containing protein 4-like isoform X1,LOC112046072,414.2404687,0.330563809,0.03223673,-0.330563809,NA
LOC112045056,uncharacterized protein LOC112045056,LOC112045056,5069.895547,-0.38046444,0.032248787,0.38046444,NA
LOC112053276,trithorax group protein osa,tow,72.73278983,-0.894757188,0.03226711,0.894757188,NA
LOC112058366,"FERM, RhoGEF and pleckstrin domain-containing protein 1-like isoform X1",Cdep,1734.504003,0.290808594,0.032302877,-0.290808594,NA
LOC112052831,60S ribosomal protein L23a,RpL23A,64757.9089,0.183681927,0.032366828,-0.183681927,NA
LOC112056908,toll-interacting protein-like,LOC112056908,242.2971395,0.804837315,0.032429514,-0.804837315,NA
LOC112046129,"cytochrome b-c1 complex subunit 2, mitochondrial-like",LOC112046129,3.914731437,-3.96820117,0.032476364,3.96820117,NA
LOC112058012,trimeric intracellular cation channel type 1B.1,CG4239,63.72891277,0.686445861,0.032528849,-0.686445861,NA
