Gene,Description,Symbol,MeanExpression,log2FoldChange(WS/DS),padj,log2FC,eyespot
LOC112047067,pre-rRNA-processing protein pro-1,LOC112047067,661.8708985,-0.406483087,0.002272964,0.406483087,NA
LOC112052029,coiled-coil domain-containing protein 51-like,LOC112052029,668.3029261,0.274354149,0.002272964,-0.274354149,NA
LOC112048642,serine-rich adhesin for platelets-like isoform X1,LOC112048642,518.5078481,-0.43874949,0.002278371,0.43874949,NA
LOC112057764,protein CREG1,CREG,2619.88577,0.757907136,0.002284616,-0.757907136,NA
LOC112058516,cytochrome P450 6B1-like,Cyp6a14,1750.95205,2.016898288,0.002297649,-2.016898288,NA
LOC112056849,zinc transporter 7,ZnT86D,1125.511495,-0.256148653,0.002306866,0.256148653,NA
LOC112042871,26S proteasome non-ATPase regulatory subunit 5,LOC112042871,1103.099318,-0.260280431,0.002309812,0.260280431,NA
LOC112043032,tumor protein D54 isoform X1,CG5174,6182.895299,-0.272199594,0.002309812,0.272199594,NA
LOC112057042,sorting nexin-25,snz,9.917650113,-6.810747074,0.00232798,6.810747074,NA
LOC112047936,eukaryotic translation initiation factor 2-alpha kinase 1-like,PEK,1142.185083,0.631508542,0.002358206,-0.631508542,NA
LOC112056740,long-chain fatty acid transport protein 4-like,Fatp1,121.5875818,-1.234663486,0.002365246,1.234663486,NA
LOC112048544,zinc finger protein Xfin-like,LOC112048544,1043.909454,0.215153792,0.002368916,-0.215153792,eyespot_up
LOC112052090,WD repeat and HMG-box DNA-binding protein 1,Ctf4,1201.139203,-0.499076733,0.002374462,0.499076733,NA
LOC112058345,vesicular integral-membrane protein VIP36,CG5510,619.2834198,2.45745809,0.00237507,-2.45745809,NA
LOC112051774,"NADPH:adrenodoxin oxidoreductase, mitochondrial",dare,51229.69086,0.368558,0.002384266,-0.368558,NA
LOC112049272,post-GPI attachment to proteins factor 2-like,CG7990,86.60954554,2.026350525,0.002395221,-2.026350525,NA
LOC112047393,netrin receptor UNC5C-like isoform X1,unc-5,982.2226922,-0.554801236,0.002402827,0.554801236,eyespot_up
LOC112047091,zinc finger protein 431-like,LOC112047091,636.8489601,0.546320105,0.002410669,-0.546320105,NA
LOC112044884,60S ribosomal protein L9,RpL9,48877.26318,0.269593342,0.002416644,-0.269593342,NA
LOC112044279,centromere/kinetochore protein zw10 homolog,mit(1)15,1241.232842,0.284292917,0.00242707,-0.284292917,NA
LOC112045732,homeobox protein araucan-like isoform X2,ara,1377.748937,-0.402977915,0.00242707,0.402977915,NA
LOC112056631,caltractin-like,CG17493,1100.137829,-0.297419024,0.002435541,0.297419024,NA
LOC112042875,max-like protein X,bigmax,719.8737062,0.394426284,0.002456888,-0.394426284,NA
LOC112048615,protein takeout-like,to,92.24118093,-1.343417373,0.00246508,1.343417373,NA
LOC112045970,carboxypeptidase E-like,svr,77.22499621,-0.874571821,0.002469028,0.874571821,NA
LOC112044647,protein phosphatase 1B,alph,5594.483415,-0.257929537,0.002488458,0.257929537,NA
LOC112050642,N6-adenosine-methyltransferase non-catalytic subunit,Mettl14,1054.645294,-0.343830172,0.002488458,0.343830172,NA
LOC112058143,mitotic spindle assembly checkpoint protein MAD2A,mad2,281.1882579,-0.797210311,0.002488458,0.797210311,NA
LOC112046246,PHD finger protein 14 isoform X2,CG15439,186.261093,0.879824702,0.002488617,-0.879824702,NA
LOC112051777,uncharacterized protein LOC112051777,tyn,1217.19197,0.690586939,0.002494335,-0.690586939,NA
LOC112050048,uncharacterized protein LOC112050048,CG2225,2094.04201,0.531261798,0.002503673,-0.531261798,NA
LOC112048063,homeobox protein 2-like,Cpr49Af,107.0766532,1.691032588,0.002508902,-1.691032588,NA
LOC112044454,sodium/hydrogen exchanger 9B2-like isoform X1,Nha1,242.3104313,0.904679864,0.002516428,-0.904679864,NA
LOC112049067,cytohesin-1 isoform X1,step,729.0625217,0.403155943,0.002516428,-0.403155943,NA
LOC112042866,signal recognition particle 19 kDa protein,Srp19,1073.363288,0.242381961,0.002535885,-0.242381961,eyespot_up
LOC112045646,filamin-A isoform X1,jbug,2485.977929,0.373502543,0.002536787,-0.373502543,NA
LOC112046628,trafficking protein particle complex subunit 10,SIDL,1013.959167,-0.231658915,0.002549948,0.231658915,NA
LOC112044497,syntaxin-binding protein 5 isoform X2,Tomosyn,1028.864952,-0.49400411,0.002559068,0.49400411,NA
LOC112052404,40S ribosomal protein S12,RpS12,28989.37879,0.258235833,0.002565031,-0.258235833,NA
LOC112055375,thioredoxin-related transmembrane protein 1-like,CG5554,2667.852713,0.404849193,0.002628404,-0.404849193,NA
LOC112055547,ATPase WRNIP1-like,LOC112055547,295.7432642,-0.400084482,0.002651252,0.400084482,NA
LOC112043618,uncharacterized LOC106122463 precursor,neo,10910.85901,0.678981283,0.002676411,-0.678981283,NA
LOC112047941,mediator of RNA polymerase II transcription subunit 15,MED15,404.2741545,-0.454609601,0.002690082,0.454609601,NA
LOC112046950,calmodulin-like protein 4,CG17272,1227.632265,0.574417601,0.002690673,-0.574417601,NA
LOC112045531,uncharacterized protein LOC112045531 isoform X2,LOC112045531,942.7842622,-0.473388231,0.002692246,0.473388231,NA
LOC112043580,cell division cycle protein 16 homolog,Cdc16,374.1151763,-0.446142717,0.002692998,0.446142717,NA
LOC112050710,nucleoredoxin-like,LOC112050710,1950.184416,-0.466932989,0.002712351,0.466932989,NA
LOC112047419,uncharacterized protein C05D11.1-like,LOC112047419,9482.430349,-0.261802721,0.002715093,0.261802721,NA
LOC112047592,speckle targeted PIP5K1A-regulated poly(A) polymerase-like,mkg-p,2272.388608,0.27204723,0.002719914,-0.27204723,NA
LOC112047461,probable G-protein coupled receptor Mth-like 3,GPRMTH5,507.3720237,-0.575561012,0.002722494,0.575561012,NA
LOC112043721,adhesive plaque matrix protein-like isoform X1,CG13643,66.42237179,-2.268050395,0.002739256,2.268050395,NA
LOC112051359,prisilkin-39-like,LOC112051359,133.9772616,-1.440478484,0.002739256,1.440478484,NA
LOC112053763,"alpha-(1,3)-fucosyltransferase 10",FucTB,622.6432463,0.474769596,0.002739256,-0.474769596,NA
LOC112051458,"glucose dehydrogenase [FAD, quinone]-like",CG9518,8.729201504,-2.395564139,0.002752129,2.395564139,NA
LOC112051829,adenosine kinase,Adk2,2651.674346,-0.176705742,0.002752129,0.176705742,NA
LOC112049701,60S ribosomal protein L15,RpL15,39804.64905,0.275439288,0.002753981,-0.275439288,NA
LOC112044421,BLOC-1-related complex subunit 8 homolog,CG32590,242.4438351,0.793839099,0.002766067,-0.793839099,NA
LOC112048397,nuclear pore complex protein Nup133,Nup133,1061.03726,-0.473226313,0.002766067,0.473226313,NA
LOC112053606,uncharacterized LOC106121975 precursor,CG32816,63.21915275,1.013476312,0.002777571,-1.013476312,NA
LOC112047825,neprilysin-2 isoform X1,Nep2,17748.7814,0.636307758,0.002778928,-0.636307758,NA
LOC112052039,neuropathy target esterase sws isoform X1,sws,912.0223786,-0.383246789,0.002778928,0.383246789,NA
LOC112053005,AP-3 complex subunit sigma-1,or,791.4791286,0.28090413,0.002797053,-0.28090413,NA
LOC112057760,testin,Tes,2425.836716,-0.394625509,0.002802374,0.394625509,NA
LOC112053924,glycogen synthase kinase-3 beta isoform X1,sgg,6556.527321,-0.243110394,0.002829087,0.243110394,NA
LOC112043314,cytosolic non-specific dipeptidase,Cndp2,5834.78721,-0.187699082,0.002835681,0.187699082,NA
LOC112043414,probable small nuclear ribonucleoprotein E,SmE,4128.316333,-0.255105006,0.002843168,0.255105006,NA
LOC112046019,ribonuclease H2 subunit A,CG13690,807.1757306,-0.496871792,0.002843387,0.496871792,NA
LOC112048584,afadin isoform X2,cno,3826.883767,-0.235471418,0.002856017,0.235471418,NA
LOC112056547,trafficking protein particle complex subunit 12,CG11396,1181.637407,0.322471684,0.002856017,-0.322471684,NA
LOC112043303,multidrug resistance-associated protein 4-like,ABCC2,10.04787719,2.489233839,0.002862936,-2.489233839,NA
LOC112049152,"myosin light chain kinase, smooth muscle-like",sqa,2398.305155,0.176185783,0.002867073,-0.176185783,eyespot_up
LOC112050219,"protein tramtrack, beta isoform-like isoform X3",LOC112050219,61.06338288,0.990149692,0.002867073,-0.990149692,NA
LOC112046817,myotubularin-related protein 10-B,CG14411,446.0346478,0.466212985,0.002869833,-0.466212985,NA
LOC112055819,transforming growth factor beta regulator 1,LOC112055819,565.8014748,0.30538545,0.002881196,-0.30538545,NA
LOC112054469,CD209 antigen-like,LOC112054469,2269.265421,1.716618448,0.002886848,-1.716618448,NA
LOC112046491,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,Ndufb10,1893.787009,-0.265953337,0.002887254,0.265953337,NA
LOC112046066,mitogen-activated protein kinase kinase kinase kinase 5 isoform X1,hppy,1725.350515,0.289639111,0.002912078,-0.289639111,NA
LOC112050966,nucleoporin Nup43,LOC112050966,1279.908846,-0.355860497,0.002914573,0.355860497,NA
LOC112044685,arrestin domain-containing protein 5-like,Ranbp11,14.6621858,2.028323298,0.002917779,-2.028323298,NA
LOC112043390,uncharacterized protein LOC112043390 isoform X1,mtg,505.235647,1.431155593,0.002931036,-1.431155593,NA
LOC112047346,UDP-glucuronosyltransferase-like isoform X1,Ugt35B1,2355.777574,1.176334396,0.002934645,-1.176334396,NA
LOC112048569,Golgi-associated PDZ and coiled-coil motif-containing protein-like,Syn1,1144.60685,0.274309145,0.002934645,-0.274309145,NA
LOC112058557,60S ribosomal protein L10a,RpL10Ab,41497.71057,0.299725087,0.002936721,-0.299725087,NA
LOC112049131,major facilitator superfamily domain-containing protein 6,Sugb,297.3138676,-0.512594161,0.002951314,0.512594161,NA
LOC112052275,sorting nexin-13-like isoform X1,snz,503.795664,0.425139043,0.002955552,-0.425139043,NA
LOC112050542,viral IAP-associated factor homolog,viaf,2018.803991,0.478630615,0.002973918,-0.478630615,NA
LOC112053885,tribbles homolog 2-like,trbl,2262.09585,0.393295714,0.002973918,-0.393295714,NA
LOC112048727,protein SPT2 homolog,CG5815,183.6442861,-0.542849736,0.002975505,0.542849736,NA
LOC112044537,fibroblast growth factor receptor homolog 1-like isoform X2,htl,296.7889273,0.487576942,0.002976407,-0.487576942,NA
LOC112054991,protein regulator of cytokinesis 1-like,feo,1741.031042,-0.789344684,0.002986915,0.789344684,NA
LOC112046738,hydroxymethylglutaryl-CoA synthase 1,Hmgs,1100.918055,-0.34204416,0.002992793,0.34204416,NA
LOC112047156,protein wech,wech,325.0087925,0.438268924,0.002992793,-0.438268924,NA
LOC112053030,solute carrier family 15 member 1-like,CG2930,740.1684999,1.301901657,0.002993439,-1.301901657,NA
LOC112046752,"serine--tRNA ligase, cytoplasmic",SerRS,4572.812972,-0.257683135,0.003031359,0.257683135,NA
LOC112054600,protein purity of essence isoform X1,poe,8558.468738,0.234708494,0.003031359,-0.234708494,NA
LOC112056506,UDP-N-acetylglucosamine transferase subunit ALG14 homolog,Alg14,203.7673304,0.779848563,0.003031359,-0.779848563,NA
LOC112057711,OWR48845.1 putative pyrazinamidase/nicotinamidase,Naam,258.3378258,0.440522668,0.003031359,-0.440522668,NA
LOC112058360,ATP-dependent Clp protease proteolytic subunit,ClpP,1201.546941,-0.404001714,0.003031359,0.404001714,NA
LOC112047948,calcium and integrin-binding protein 1-like,Cib2,585.0623773,0.393620651,0.00306315,-0.393620651,NA
LOC112056866,mediator of RNA polymerase II transcription subunit 9,MED9,287.9808077,-0.396011665,0.003075201,0.396011665,NA
LOC112044374,"28S ribosomal protein S5, mitochondrial",mRpS5,1535.719243,-0.21866223,0.00307777,0.21866223,NA
LOC112048566,uncharacterized protein LOC112048566,LOC112048566,24.75135883,1.252011224,0.003131046,-1.252011224,NA
LOC112057942,toll-like receptor Tollo,Tollo,2715.845265,-0.257563127,0.003132351,0.257563127,NA
LOC112056288,alanine aminotransferase 1-like,CG1640,16.12382227,7.450513169,0.003137141,-7.450513169,NA
LOC112050532,high affinity copper uptake protein 1-like,Ctr1A,385.2238671,1.548245849,0.003147505,-1.548245849,NA
LOC112049941,"glucose dehydrogenase [FAD, quinone]",CG45065,2175.936591,0.835073687,0.003156507,-0.835073687,NA
LOC112046093,uncharacterized protein LOC112046093 isoform X2,LOC112046093,644.7986542,0.454179244,0.00318161,-0.454179244,NA
LOC112048423,uncharacterized protein LOC112048423,CG14395,32.93388713,-1.260557723,0.003182572,1.260557723,NA
LOC112050014,Peptidyl-prolyl cis-trans isomerase CWC27-like,CG42326,793.8462264,0.761188443,0.0031923,-0.761188443,NA
LOC112052410,dynein light chain roadblock-type 2,robl,19.45109373,-1.534849141,0.003194663,1.534849141,NA
LOC112046636,mothers against decapentaplegic homolog 4 isoform X1,Med,235.4717473,0.478891441,0.003231941,-0.478891441,NA
LOC112053499,uncharacterized LOC106124101 precursor,CG12017,1523.064652,-0.675161705,0.003231941,0.675161705,NA
LOC112056216,activin receptor type-1 isoform X1,sax,344.1582826,0.496023913,0.003234768,-0.496023913,eyespot_up
LOC112044286,YEATS domain-containing protein 4,Gas41,459.404636,0.35488388,0.003257921,-0.35488388,eyespot_up
LOC112048090,small ubiquitin-related modifier 3,smt3,22017.41825,-0.216245395,0.003258034,0.216245395,NA
LOC112055195,S-adenosylmethionine synthase isoform X2,Sam-S,15781.99036,0.313543499,0.003259478,-0.313543499,NA
LOC112058600,single-pass membrane and coiled-coil domain-containing protein 4,CG33169,2087.864641,0.42108657,0.003274628,-0.42108657,NA
LOC112051765,elongation factor 1-gamma,Ef1gamma,61396.36323,0.253176203,0.003286877,-0.253176203,NA
LOC112051611,uncharacterized protein LOC112051611,LOC112051611,1513.048813,-0.835531669,0.003287914,0.835531669,NA
LOC112046596,polycomb protein Pcl,Pcl,1477.371116,-0.202314463,0.003289005,0.202314463,NA
LOC112044310,"39S ribosomal protein L9, mitochondrial",mRpL9,995.6347091,-0.397976381,0.003297042,0.397976381,NA
LOC112050099,signal peptide peptidase-like 3,SppL,1190.762635,0.377496864,0.003309099,-0.377496864,eyespot_up
LOC112054220,2-(3-amino-3-carboxypropyl)histidine synthase subunit 2,Dph2,764.0112028,0.363775118,0.003344499,-0.363775118,NA
LOC112050597,PAN2-PAN3 deadenylation complex catalytic subunit PAN2,PAN2,2310.603007,-0.223399569,0.003350356,0.223399569,NA
LOC112058572,protein timeless,tim,1811.753419,1.014757258,0.003358082,-1.014757258,NA
LOC112043894,"protein SCO1 homolog, mitochondrial",Scox,1081.412226,-0.316628493,0.003361874,0.316628493,NA
LOC112058475,UDP-glucuronosyltransferase 2B1-like isoform X2,Ugt36D1,264.5448711,-0.987915444,0.003384069,0.987915444,NA
LOC112051496,U3 small nucleolar RNA-associated protein 6 homolog,LOC112051496,1618.760646,-0.288581839,0.003398346,0.288581839,NA
LOC112043037,actin cytoskeleton-regulatory complex protein PAN1-like,CG33003,6.415297449,3.98286726,0.003406473,-3.98286726,NA
LOC112046487,teneurin-a isoform X3,Ten-a,3190.790318,-0.250173498,0.003406473,0.250173498,NA
LOC112053466,retinol dehydrogenase 12-like,CG2070,492.6368219,0.393308177,0.003409395,-0.393308177,NA
LOC112044087,nucleoside diphosphate kinase 6-like,nmdyn-D6,907.9568489,-0.282406809,0.003436112,0.282406809,NA
LOC112045900,uncharacterized protein LOC112045900,CG17162,16.06469041,1.724812375,0.003465456,-1.724812375,NA
LOC112048703,N66 matrix protein-like,LOC112048703,68.77708455,0.904797994,0.003474861,-0.904797994,NA
LOC112053731,GPI transamidase component PIG-T,PIG-T,1313.814701,-0.294253844,0.003478382,0.294253844,NA
LOC112055056,maternal protein tudor-like isoform X1,tud,3325.747652,-0.235437335,0.003491351,0.235437335,NA
LOC112051151,"beta-1,3-glucosyltransferase isoform X2",LOC112051151,845.5399284,-0.315191911,0.003493927,0.315191911,NA
LOC112056951,DDE-type integrase/transposase/recombinase,LOC112056951,208.5641161,2.750411598,0.00349884,-2.750411598,NA
LOC112044037,probable cation-transporting ATPase 13A3 isoform X1,anne,447.6354361,0.423236553,0.003519675,-0.423236553,eyespot_up
LOC112051973,CAD protein isoform X2,CAD,16106.36744,-0.239746467,0.003527785,0.239746467,NA
LOC112058365,hypoxia-inducible factor 1-alpha-like isoform X3,sima,5924.035264,0.306873192,0.003527785,-0.306873192,eyespot_up
LOC112051494,endochitinase A,Sap130,712.2192904,-0.414266131,0.003535527,0.414266131,NA
LOC112048372,sentrin-specific protease 1-like,CG32110,202.1094755,0.920886422,0.003537254,-0.920886422,NA
LOC112057837,tethering factor for nuclear proteasome STS1,CG5199,1160.372802,-0.420528112,0.003566042,0.420528112,NA
LOC112043932,protein-L-isoaspartate(D-aspartate) O-methyltransferase,Pcmt,827.4825521,0.283917878,0.003570487,-0.283917878,NA
LOC112053877,MAGUK p55 subfamily member 7 isoform X1,metro,89.79207722,0.8088776,0.003570487,-0.8088776,NA
LOC112058525,dorsal interacting protein 3,CG10209,308.3856208,-0.421432583,0.003594292,0.421432583,NA
LOC112053259,serine/threonine-protein kinase fused,fu,388.1984823,0.3153677,0.003597766,-0.3153677,NA
LOC112047964,serine protease easter-like isoform X1,ea,141.6756635,0.660790816,0.003613142,-0.660790816,NA
LOC112048441,protein downstream neighbor of son homolog,hd,477.4220754,-0.60838169,0.003613142,0.60838169,NA
LOC112046887,uncharacterized protein LOC112046887,LOC112046887,37.15022067,1.629239552,0.003622694,-1.629239552,NA
LOC112055734,chromatin assembly factor 1 subunit A-like,Caf1-180,2197.304736,-0.342901511,0.003622694,0.342901511,NA
LOC112045673,RNA-binding protein 40-like,CG44249,276.8036455,0.4654048,0.003641786,-0.4654048,NA
LOC112046139,MATH and LRR domain-containing protein PFE0570w-like,LOC112046139,1198.670223,0.241889951,0.003650641,-0.241889951,NA
LOC112053992,DNA replication licensing factor Mcm6,Mcm6,3658.145945,-0.37283473,0.00365344,0.37283473,eyespot_down
LOC112052131,protein artichoke-like,caps,992.8367756,-0.441479814,0.003669839,0.441479814,NA
LOC112052526,protein LLP homolog,LOC112052526,6044.149776,0.294812553,0.003685927,-0.294812553,NA
LOC112046365,putative Y47D3B.4,LOC112046365,588.5398217,0.593174722,0.003690726,-0.593174722,NA
LOC112047164,SUMO-activating enzyme subunit 1,Aos1,3106.432777,-0.183605879,0.003690726,0.183605879,NA
LOC112056263,uncharacterized protein LOC112056263 isoform X2,LOC112056263,1561.435356,0.243168842,0.003708618,-0.243168842,NA
LOC112043354,protein Wnt-11-like,Wnt11,37.74358346,-1.622164644,0.003719683,1.622164644,NA
LOC112044455,ovarian-specific serine/threonine-protein kinase Lok-like,lok,382.7396126,-0.461677621,0.003769295,0.461677621,NA
LOC112046748,60S ribosomal protein L12,RpL12,28384.57781,0.281431476,0.003769295,-0.281431476,NA
LOC112045597,defense protein 3-like,LOC112045597,25.9337681,1.749303813,0.003769745,-1.749303813,NA
LOC112049469,lachesin-like isoform X1,DIP-delta,69.32102419,-1.292668136,0.003769745,1.292668136,NA
LOC112047371,ATP-binding cassette sub-family E member 1,pix,13051.11317,0.37673076,0.003791506,-0.37673076,NA
LOC112043146,helicase sen1,CG7504,801.2774099,-0.52384389,0.003796546,0.52384389,NA
LOC112048304,protein lin-28 homolog,lin-28,109.2356143,0.774841892,0.003801974,-0.774841892,NA
LOC112042924,cyclin-dependent-like kinase 5,Cdk5,209.0402551,0.390776566,0.003811274,-0.390776566,NA
LOC112057795,golgin-45,CG9356,439.949051,-0.307869021,0.003811852,0.307869021,NA
LOC112047981,uncharacterized protein C14orf119 homolog,CG12948,529.6995005,0.640064865,0.003815315,-0.640064865,NA
LOC112050798,interleukin enhancer-binding factor 2 homolog,CG5641,6663.754629,-0.187754137,0.003816259,0.187754137,NA
LOC112046003,DNA-binding protein Ikaros isoform X1,CG12769,1657.37401,0.667790977,0.003817854,-0.667790977,NA
LOC112055484,NA,NA,94.60056484,0.640926108,0.003817854,-0.640926108,NA
LOC112046274,U1 small nuclear ribonucleoprotein A,snf,2123.919373,-0.220655968,0.003818763,0.220655968,NA
LOC112051914,transmembrane protein 138-like,LOC112051914,45.16023121,-1.147952794,0.003818763,1.147952794,NA
LOC112052361,"actin, muscle",Act57B,11.76349751,3.079230729,0.003829669,-3.079230729,NA
LOC112050032,angiotensin-converting enzyme-like,Ance,27.94460966,1.312686788,0.003849015,-1.312686788,NA
LOC112046155,atrophin-1-like isoform X1,LOC112046155,507.9029515,0.877152969,0.003861899,-0.877152969,NA
LOC112051517,Protein folded gastrulation,LOC112051517,650.7875631,0.589442101,0.003882454,-0.589442101,NA
LOC112044878,negative elongation factor E,Nelf-E,794.6992654,0.267347097,0.003901569,-0.267347097,NA
LOC112055964,protein tyrosine phosphatase type IVA 3,PRL-1,12152.85426,0.303853741,0.003925715,-0.303853741,eyespot_up
LOC112050772,zinc finger BED domain-containing protein 1-like,CG16863,120.9645742,-1.722133261,0.003957505,1.722133261,NA
LOC112047402,charged multivesicular body protein 1b,Chmp1,656.2727955,-0.300119411,0.003967528,0.300119411,NA
LOC112052588,ecdysteroid-regulated 16 kDa protein,Npc2a,114.8505427,1.233222741,0.003992872,-1.233222741,NA
LOC112054216,G1/S-specific cyclin-E,CycE,166.4596692,-0.937607488,0.003992872,0.937607488,NA
LOC112056276,ecdysone 20-monooxygenase,Cyp314a1,272.0793828,1.576041567,0.003992872,-1.576041567,NA
LOC112049876,ankyrin repeat and sterile alpha motif domain-containing protein 1B-like isoform X8,CG4393,2180.230516,0.18017286,0.004008147,-0.18017286,NA
LOC112046765,ras GTPase-activating protein 1,vap,1425.62824,-0.273044267,0.00401979,0.273044267,eyespot_down
LOC112052495,membrane-bound alkaline phosphatase-like,Alp9,40.18562447,2.745393425,0.004044019,-2.745393425,NA
LOC112048857,40S ribosomal protein S11 isoform X2,RpS11,39590.18595,0.288310672,0.004055389,-0.288310672,NA
LOC112052427,transmembrane and TPR repeat-containing protein 1-like,Tmtc3,51.43631734,-0.949757631,0.004055889,0.949757631,NA
LOC112052477,regulator of nonsense transcripts 2,Upf2,1933.500776,-0.171017127,0.004055889,0.171017127,NA
LOC112048891,protein asteroid,ast,691.0122154,0.363677286,0.004084338,-0.363677286,NA
LOC112048298,metallophosphoesterase 1-like,PGAP5,363.0061751,-0.890122338,0.004103103,0.890122338,NA
LOC112056971,sulfotransferase 1C4-like,St4,566.093789,-0.609101668,0.004106599,0.609101668,NA
LOC112048396,bicaudal D-related protein homolog,CG32137,3094.408755,0.631129005,0.004114207,-0.631129005,eyespot_up
LOC112047401,akirin-like,AKIRIN2,13064.84525,0.144700231,0.004118934,-0.144700231,NA
LOC112045086,"L-2-hydroxyglutarate dehydrogenase, mitochondrial",L2HGDH,432.5869109,0.380941516,0.004165689,-0.380941516,NA
LOC112050712,venom serine carboxypeptidase,CG4572,3770.741447,-0.287009052,0.004198507,0.287009052,NA
LOC112051880,transmembrane protein 184B isoform X1,CG12004,2726.918247,0.236175054,0.004198507,-0.236175054,NA
LOC112053565,putative methyltransferase C9orf114,CG12128,798.4370624,-0.283240969,0.004198507,0.283240969,NA
LOC112055732,nuclear pore complex protein Nup85,Nup75,334.168448,-0.518040324,0.004225614,0.518040324,NA
LOC112052949,sphingomyelin phosphodiesterase 4,CG6962,1123.819211,-0.428759765,0.004229485,0.428759765,NA
LOC112045155,titin isoform X1,LOC112045155,54629.60122,0.274392229,0.004231912,-0.274392229,NA
LOC112044102,CDK5 regulatory subunit-associated protein 1,CG6345,423.9357579,-0.394490388,0.004233688,0.394490388,NA
LOC112055963,deoxyribodipyrimidine photo-lyase,phr,550.3988067,-0.71907936,0.004242936,0.71907936,NA
LOC112049536,uncharacterized protein LOC112049536 isoform X2,LOC112049536,572.8341122,-0.438774473,0.004257894,0.438774473,NA
LOC112053265,CBH09262.1 HM00021,LOC112053265,1304.106077,0.225479998,0.004264334,-0.225479998,NA
LOC112054644,SH2 domain-containing protein 4B-like,LOC112054644,6191.678352,3.551831096,0.00427146,-3.551831096,NA
LOC112052448,titin homolog,CG14200,4631.658594,0.18473683,0.004278826,-0.18473683,NA
LOC112045007,transport and Golgi organization protein 1,Tango1,3377.444479,0.31490295,0.004282268,-0.31490295,NA
LOC112048606,72 kDa inositol polyphosphate 5-phosphatase isoform X1,INPP5E,191.1178871,-0.631337391,0.004291104,0.631337391,NA
LOC112046210,glutathione hydrolase 1 proenzyme-like,CG17636,136.9780634,1.060229268,0.004336561,-1.060229268,NA
LOC112055873,protein eiger,LOC112055873,1695.08325,0.401448248,0.004337661,-0.401448248,NA
LOC112047861,protein kintoun,LOC112047861,1263.851204,0.495119174,0.00440126,-0.495119174,NA
LOC112052470,leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1,haf,362.9845745,0.958814562,0.004445947,-0.958814562,NA
LOC112048414,centromere protein J,Sas-4,311.4903951,-0.508847879,0.004449904,0.508847879,NA
LOC112045812,zinc finger protein 271-like,LOC112045812,149.654245,0.655292341,0.004450225,-0.655292341,NA
LOC112046122,hexokinase type 2 isoform X2,Hex-A,794.7162542,0.932650819,0.004492559,-0.932650819,NA
LOC112054515,RNA-binding protein 4.1 isoform X2,CG7903,9938.837314,-0.198792418,0.004503322,0.198792418,NA
LOC112054432,dnaJ homolog subfamily B member 12,CG3061,867.6251376,0.449227292,0.004508871,-0.449227292,NA
LOC112044002,transcription factor BTF3 homolog 4-like,bic,21553.30525,-0.159722271,0.004542038,0.159722271,NA
LOC112052862,zinc-type alcohol dehydrogenase-like protein SE_1777,LOC112052862,2412.677567,-0.228979361,0.004559778,0.228979361,NA
LOC112055432,zinc finger protein 84-like,LOC112055432,75.06849474,0.944857389,0.004572526,-0.944857389,NA
LOC112044765,barrier-to-autointegration factor,baf,1562.513371,-0.261858794,0.004573307,0.261858794,NA
LOC112052843,NADPH--cytochrome P450 reductase isoform X1,Cpr,4001.5165,0.145847102,0.004575258,-0.145847102,NA
LOC112048883,serine-enriched protein isoform X1,gprs,297.4943117,-6.230472137,0.004597751,6.230472137,NA
LOC112054519,fumarylacetoacetate hydrolase domain-containing protein 2-like,CG6028,567.3459745,0.522793982,0.004617476,-0.522793982,NA
LOC112043634,uncharacterized protein LOC112043634,LOC112043634,2442.204705,0.162319811,0.004674767,-0.162319811,NA
LOC112053414,venom carboxylesterase-6-like,CG6414,22.76724501,1.825965978,0.004696388,-1.825965978,NA
LOC112043526,DNA primase large subunit-like,DNApol-alpha60,83.34501412,0.64435646,0.004712427,-0.64435646,NA
LOC112052608,uncharacterized protein LOC112052608,dpy,70034.20265,-0.419410435,0.004733256,0.419410435,NA
LOC112048644,adenosine deaminase CECR1-A-like,Adgf-A,700.9593326,-0.59628907,0.004744277,0.59628907,NA
LOC112046144,histone chaperone asf1,asf1,757.1017977,-0.37147959,0.00474966,0.37147959,NA
LOC112052115,glycine N-acyltransferase-like protein 3,LOC112052115,60.27561082,2.008339223,0.004814426,-2.008339223,NA
LOC112057820,proteolipid protein 2-like,LOC112057820,312.6342126,0.405502459,0.004824132,-0.405502459,NA
LOC112054809,Dihydrouridine synthase domain containing protein,LOC112054809,286.2948923,-0.65475763,0.004840046,0.65475763,eyespot_up
LOC112042826,cytochrome P450 6B2-like,Cyp6a8,35.12003796,-3.11610997,0.004867038,3.11610997,NA
LOC112050739,integrator complex subunit 9,IntS9,1156.213064,0.227810605,0.004867038,-0.227810605,NA
LOC112045172,carbohydrate sulfotransferase 11 isoform X2,CG13937,694.5796989,0.737434904,0.004877088,-0.737434904,NA
LOC112044532,rho GTPase-activating protein 7 isoform X1,cv-c,1071.639906,0.358305721,0.004905163,-0.358305721,eyespot_up
LOC112051644,oxidative stress-responsive serine-rich protein 1,CG5056,548.8795394,0.675996191,0.004910724,-0.675996191,NA
LOC112053641,"probable 28S ribosomal protein S6, mitochondrial",mRpS6,779.1487042,-0.249669313,0.004917731,0.249669313,NA
